accession	agricola_id	altitude	base_count	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	dataclass	description	dev_stage	doi	doi_url	ecotype	environmental_sample	first_public	germline	haplotype	host	identified_by	isolate	isolation_source	keywords	lab_host	last_updated	location	mating_type	metagenome_source	mol_type	organelle	patent_number	plasmid	pubmed_id	pubmed_url	sample_accession	scientific_name	sequence_md5	sequence_version	serotype	serovar	sex	specimen_voucher	strain	study_accession	sub_species	sub_strain	submitted_sex	tax_division	tax_id	tissue_lib	tissue_type	topology	variety
BS001992			29793					2021-08-31	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212031/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212031/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	3f1fa929c12dbff354e9fc295bbc9b4b	1										VRL	2697049			LINEAR	
BS001993			29808					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212033/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212033/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0730b96c026b731afdf9cede1b1c3498	1										VRL	2697049			LINEAR	
BS001994			29832					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212034/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212034/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	1564682c490d5a87ea2ccea8ae44d5cc	1										VRL	2697049			LINEAR	
BS001995			29836					2021-09-02	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212038/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212038/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0cfc5238bf4c613a2a0b2eece208e1f0	1										VRL	2697049			LINEAR	
BS001996			29831					2021-09-02	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212040/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212040/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e097154e440535679d1515d43814c609	1										VRL	2697049			LINEAR	
BS001997			29792					2021-09-03	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212047/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212047/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	21bae254efbfdc06c314cc864f425949	1										VRL	2697049			LINEAR	
BS001998			29803					2021-09-03	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212048/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212048/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	fdc70a734eaba4f519fb0ce006a01d35	1										VRL	2697049			LINEAR	
BS001999			29799					2021-09-03	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212049/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212049/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	879b48ad20f8f40a84b359fae0394d90	1										VRL	2697049			LINEAR	
BS002000			29818					2021-09-06	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212052/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212052/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	3a9fa56324170e811212b806ee0e4ba8	1										VRL	2697049			LINEAR	
BS002001			29803					2021-09-06	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212056/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212056/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	2d855a2b3976bc23aacc6e00b439dcae	1										VRL	2697049			LINEAR	
BS002002			29846					2021-09-06	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212057/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212057/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	78bd3427ae19c74ac66cc214c8aaa633	1										VRL	2697049			LINEAR	
BS002003			29816					2021-09-06	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212058/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212058/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	2a46168040d3364753e158cb279bc974	1										VRL	2697049			LINEAR	
BS002004			29815					2021-09-06	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212060/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212060/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	3a08905871ee6c216cca0ff27d470417	1										VRL	2697049			LINEAR	
BS002005			29829					2021-09-06	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212061/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212061/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	c81f85fa75584c35e5b9f1b2b3479807	1										VRL	2697049			LINEAR	
BS002006			29802					2021-09-06	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212062/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212062/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	cf002dd8e7b8fa4bcc92acfe4f3d0de4	1										VRL	2697049			LINEAR	
BS002007			29838					2021-09-06	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212067/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212067/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	988eb8ccb8cd73e68ca898257362ec3a	1										VRL	2697049			LINEAR	
BS002008			29803					2021-09-03	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212069/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212069/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	cb895bfc2f53625d4c1012e9378a5f8b	1										VRL	2697049			LINEAR	
BS002009			29847					2021-09-03	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212070/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212070/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	5ae39aad8eff4d9d719ab20e50287b27	1										VRL	2697049			LINEAR	
BS002010			29793					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212072/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212072/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	32a3360282f47f83187c6fc23a80da42	1										VRL	2697049			LINEAR	
BS002011			29802					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212073/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212073/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e81a3b2289107f2f0bb2cbf7ec122e22	1										VRL	2697049			LINEAR	
BS002012			29801					2021-09-06	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212075/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212075/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	d73b0156239042efcc9ecacfc6864999	1										VRL	2697049			LINEAR	
BS002013			29838					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212078/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212078/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a145eb98a50241ea097ae29210fa8536	1										VRL	2697049			LINEAR	
BS002014			29789					2021-09-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212086/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212086/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f8c1eff36df35da40af5e58cc6b4ed83	1										VRL	2697049			LINEAR	
BS002015			29814					2021-09-07	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212087/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212087/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	610f06f530bad7c5c04ffa3f29a4b267	1										VRL	2697049			LINEAR	
BS002016			29828					2021-09-07	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212088/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212088/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	cef7b98bf2a3185e6c4bc38ed590473f	1										VRL	2697049			LINEAR	
BS002017			29835					2021-09-07	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212090/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212090/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	09ad8b207435e596802e1f1fe34c5697	1										VRL	2697049			LINEAR	
BS002018			29815					2021-09-07	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212092/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212092/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	863486afee33852f0a82522f5e801025	1										VRL	2697049			LINEAR	
BS002019			29822					2021-08-30	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215201/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215201/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	bac286d11f6820c2933e552d8f4ed174	1										VRL	2697049			LINEAR	
BS002020			29808					2021-08-30	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215217/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-215217/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	5f8ad8484045d5f09952ba7344e307f5	1										VRL	2697049			LINEAR	
BS002021			29826					2021-09-01	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215323/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-215323/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e2eed9f632d3cb59b7ab378484bc83e6	1										VRL	2697049			LINEAR	
BS002022			29830					2021-09-01	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215326/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-215326/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	14bdd08483d69da4e04419a0ba5b7e90	1										VRL	2697049			LINEAR	
BS002023			29807					2021-09-01	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215332/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215332/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e960039ea3c1de8267a0750e59fb6ce1	1										VRL	2697049			LINEAR	
BS002024			29798					2021-09-06	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-215481/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-215481/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b3aaad644147cffba85a03ad4bc5f0ce	1										VRL	2697049			LINEAR	
BS002025			29811					2021-09-08	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212093/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212093/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a38df9d5797a8d29f66f631fb6f555ad	1										VRL	2697049			LINEAR	
BS002026			29815					2021-09-08	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212094/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212094/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	22f2db640629d6d00fa3d7d4c44468cc	1										VRL	2697049			LINEAR	
BS002027			29817					2021-09-08	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212095/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212095/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f339b767887369be585f5c602ad97622	1										VRL	2697049			LINEAR	
BS002028			29818					2021-09-08	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212097/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212097/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	574f14b9af02fd277dc562b173e977ee	1										VRL	2697049			LINEAR	
BS002029			29811					2021-09-08	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212098/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212098/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	03316ace149da57747cbc967925a2d56	1										VRL	2697049			LINEAR	
BS002030			29796					2021-09-08	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212099/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212099/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	bbb1c33b12d84ed41ce5248be5543a40	1										VRL	2697049			LINEAR	
BS002031			29825					2021-09-07	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212103/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212103/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a6012f46c3fea03b976c18800e7b1865	1										VRL	2697049			LINEAR	
BS002032			29813					2021-09-08	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212104/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212104/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	4ba8e7cd373524804da7b40eb3421be4	1										VRL	2697049			LINEAR	
BS002033			29810					2021-09-08	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212108/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212108/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	de4b0e428ae2109070be6553a1799eff	1										VRL	2697049			LINEAR	
BS002034			29817					2021-09-09	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212109/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212109/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b52189a3c19490daaf1733315127624a	1										VRL	2697049			LINEAR	
BS002035			29813					2021-09-10	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212112/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212112/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	02292f6a874734f2cb525110be221751	1										VRL	2697049			LINEAR	
BS002036			29824					2021-09-10	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212113/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212113/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	3946a2b383219b620e83df2d3fc79eaa	1										VRL	2697049			LINEAR	
BS002037			29813					2021-09-13	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212114/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212114/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0cd92df287ff0094800179ade68faedb	1										VRL	2697049			LINEAR	
BS002038			29785					2021-09-10	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212116/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212116/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9d5c7f4d3cdfad5cc10e5970da5b1ae9	1										VRL	2697049			LINEAR	
BS002039			29829					2021-09-10	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212117/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212117/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0ff9fc7fa0ee7fd22b1ce481022a285f	1										VRL	2697049			LINEAR	
BS002040			29817					2021-09-10	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212118/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212118/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	bba94386df4adb97746928a20fef49bd	1										VRL	2697049			LINEAR	
BS002041			29819					2021-09-10	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212119/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212119/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	c6cdafa1187daa57942ae2d0bcef321c	1										VRL	2697049			LINEAR	
BS002042			29800					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212120/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212120/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	73e5d757414d1a8886d145228cbd4d44	1										VRL	2697049			LINEAR	
BS002043			29775					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212121/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212121/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	c691fe7152cb11b235f9c8f9b65fc915	1										VRL	2697049			LINEAR	
BS002044			29816					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212123/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212123/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	51020fccacdb8b99d1465ceb92b7db5d	1										VRL	2697049			LINEAR	
BS002045			29796					2021-09-01	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212124/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212124/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	7e6ac56416881f368b0bae06369f34a3	1										VRL	2697049			LINEAR	
BS002046			29813					2021-09-13	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212125/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212125/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	bc7a962d925f4deb711b89f7cbc49d0d	1										VRL	2697049			LINEAR	
BS002047			29824					2021-09-13	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212126/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212126/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	4e91ad8bd8e4b5d41a9cc1cb6d0d5e60	1										VRL	2697049			LINEAR	
BS002048			29817					2021-09-13	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212130/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212130/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e47c7e5cb62dbc150abe211f66d939ae	1										VRL	2697049			LINEAR	
BS002049			29804					2021-09-13	Japan:Shizuoka, east			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212133/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212133/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9f3436b7333a04dd7b8c1a197709b7df	1										VRL	2697049			LINEAR	
BS002050			29806					2021-09-15	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212137/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212137/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a317d2ee16d48bb5fa94fda0a5b70961	1										VRL	2697049			LINEAR	
BS002051			29809					2021-09-15	Japan:Shizuoka, west			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212141/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212141/2021	nasopharyngeal swab			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	95087bf6e3c9527e320c53b739e803c2	1										VRL	2697049			LINEAR	
BS002052			29831					2021-09-16	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212142/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, female		hCoV-19/Japan/SZ-NIG-Y212142/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	d5e53f6b083a3bad542f999b585cd753	1										VRL	2697049			LINEAR	
BS002053			29812					2021-09-16	Japan:Shizuoka, center			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/SZ-NIG-Y212143/2021 RNA, complete genome.					false	2022-01-27	false		Homo sapiens, male		hCoV-19/Japan/SZ-NIG-Y212143/2021	saliva			2022-01-27				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a6b7063e205611d295ff6eca425083a8	1										VRL	2697049			LINEAR	
